"CHS_No","주5일이상아침식사결식률_청소년","신체이미지왜곡인지율_청소년","월간체중감소시도율_청소년","월간체중감소시도자의부적절한체중감소방법시도율_청소년","현재음주자의주류구매용이성_청소년","구매시도자의주류구매용이성_청소년","평생음주경험률_청소년","현재음주율_청소년","위험음주율_청소년","현재음주자의위험음주율_청소년","문제음주율_청소년","현재음주자의문제음주율_청소년","학교에서식사전비누이용손씻기실천율_청소년","집에서식사전비누이용손씻기실천율_청소년","주중평균수면시간_청소년","주관적수면충족률_청소년","학교에서점심식사후칫솔질실천율_청소년","주3일이상격렬한신체활동실천율_청소년","주3일이상근력강화운동실천율_청소년","안전띠착용률","횡단보도정지선준수율","횡단보도신호준수율","이륜차승차자안전모착용률","현재흡연자의담배구매용이성_청소년","구매시도자의담배구매용이성_청소년","주1일이상가정내간접흡연노출률_청소년","현재흡연율_청소년","매일흡연율_청소년","월20일이상흡연율_청소년","평생흡연경험률_청소년","미세먼지연간환경기준초과지역인구밀도","평균기온","평균최고기온","평균최저기온","최고기온","최저기온","합계강수량","합계일조시간","평균습도","지진발생횟수","공원수","공원면적","인구천명당도시공원조성면적","행정구역면적","체육시설수_전체","체육시설수_운동장","체육시설면적_전체","체육시설면적_운동장","인구천명당.체육시설수","인구천명당.체육시설면적","스포츠서비스업수","주점업수","패스트푸드점수","상수도보급률","하수도보급률","도로포장률","도로면적_합계","도로면적_일반도로","도로면적_자동차전용도로","도로면적_보행자전용도로","도로면적_자전거전용도로","도로면적_고가도로","도로면적_지하도로","보행자전용도로면적비율","의사수","치과의사수","한의사수","약사수","물리치료사수","작업치료사수","사회복지사수","인구천명당의료기관종사의사수","전문의합계","내과전문의","신경과전문의","정신건강의학과전문의","외과전문의","정형외과전문의","신경외과전문의","흉부외과전문의","성형외과전문의","마취통증의학과전문의","산부인과전문의","소아청소년과전문의","안과전문의","이비인후과전문의","피부과전문의","비뇨기과전문의","영상의학과전문의","방사선종양학과전문의","병리과전문의","진단검사의학과전문의","결핵과전문의","재활의학과전문의","핵의학과전문의","가정의학과전문의","응급의학과전문의","직업환경의학과전문의","예방의학과전문의","요양기관수_전체","요양기관수_상급종합병원","요양기관수_종합병원","요양기관수_병원","요양기관수_요양병원","요양기관수_의원","요양기관수_치과병원","요양기관수_치과의원","요양기관수_조산원","요양기관수_보건의료원","요양기관수_보건소","요양기관수_보건지소","요양기관수_보건진료소","요양기관수_한방병원","요양기관수_한의원","요양기관수_약국","의원_합계","의원_내과","의원_신경과","의원_정신건강의학과","의원_외과","의원_정형외과","의원_신경외과","의원_흉부외과","의원_성형외과","의원_마취통증의학과","의원_산부인과","의원_소아청소년과","의원_안과","의원_이비인후과","의원_피부과","의원_비뇨기과","의원_영상의학과","의원_병리과","의원_진단검사의학과","의원_결핵과","의원_재활의학과","의원_핵의학과","의원_가정의학과","의원_전문과목미표시전문의","의원_일반의","일반회계중보건세출비중","의료기관진료실인원_전체","의료기관진료비_전체","의료기관진료실인원_입원","의료기관진료비_입원","의료기관진료실인원_외래","의료기관진료비_외래","고혈압_진료실인원","고혈압_진료비","당뇨병_진료실인원","당뇨병_진료비","치주질환_진료실인원","치주질환_진료비","관절염_진료실인원","관절염_진료비","정신질환_진료실인원","정신질환_진료비","전염병_진료실인원","전염병_진료비","간질환_진료실인원","간질환_진료비","위암_진료실인원","위암_진료비","간암_진료실인원","간암_진료비","폐암_진료실인원","폐암_진료비","대장암_진료실인원","대장암_진료비","유방암_진료실인원","유방암_진료비","자궁경부암_진료실인원","자궁경부암_진료비","dia_grade","hbp_grade","dys_grade"
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.00264117,72.31948,85.10111876,77.54365591,0,0,0,0,0,0,0,19767.98403,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,36.66666667,1638393.444,24.11111111,611968872.8,5.888888889,1,6941998.889,140199.7778,0.086606415,102022.6336,3.555555556,31.22222222,19.22222222,85.54444444,74.46666667,70.28333333,4302623.556,4009621.889,291859.2222,1142.444444,0,0,0,0.024928814,305,22.55555556,28.44444444,60.66666667,61.88888889,7.777777778,12.55555556,5.242222222,211.2222222,42.33333333,2.888888889,11.33333333,26.33333333,13,8.444444444,4.555555556,0.111111111,12.66666667,8,10.55555556,2.222222222,8.333333333,1.777777778,6.777777778,14,5,4.777777778,3.444444444,0,4.333333333,2.777777778,8.111111111,3.222222222,3.222222222,3,123.6666667,0.555555556,0.444444444,3.888888889,8.111111111,29.55555556,0,15,0,0,1,12,13.44444444,0.222222222,8.777777778,30.66666667,29.55555556,5.333333333,0,0,2.333333333,0,0,0,0,2.888888889,0,3.333333333,2,2.666666667,0.333333333,1.444444444,0,0,0,0,0,0,0,5.444444444,3.777777778,2.375366667,149143.1111,256213973.1,25783.11111,131228004,146646,113755755.9,9252.777778,4439489.778,4530.555556,3284180.889,21756.11111,2900962.444,13490.22222,4584714.111,4197.222222,10139440.22,16774.44444,3217414.444,1855.777778,896820.4444,497.6666667,1021783.667,140.1111111,845937.5556,212.7777778,1201231.333,236.6666667,1294628.111,130.5555556,673367.4444,47,127879.7778,"A","C","B"
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.03564399,79.98502667,49.65362582,78.52676428,0,0,0,0,0,0,0,19767.98403,13.7,19.27777778,8.655555556,35.02222222,-10.88888889,1436.433333,1998.455556,72.88888889,0,17.22222222,1453490.333,34.12888889,483170643.3,2.107617051,0.250174703,2120082.409,12524.33822,0.044344906,46703.0826,1.777777778,28.11111111,11.66666667,61.27777778,50.44444444,83.97444444,2480510.111,1884311,595695,504.1111111,0,0,0,0.019050911,53.55555556,12.77777778,15.55555556,23.33333333,29.88888889,0,0.111111111,1.925555556,37.66666667,5.555555556,0.222222222,0,4,2,2.111111111,0.555555556,0.333333333,4.333333333,2.444444444,2,1,1.777777778,0,1.666666667,3.111111111,0.666666667,0.555555556,0.444444444,0,1.222222222,0,3.555555556,0.111111111,0,0,79.66666667,0,1,1,0,24.11111111,0,7.444444444,0,0,1,8,10.77777778,0,7.111111111,19.22222222,24.11111111,2.555555556,0,0,0,0,0,0,0,1.444444444,2,0,1,1,0,1,0,0,0,0,0,0,0,8.444444444,6.666666667,1.880088889,62837.77778,39255275.44,6377.333333,9472926.111,62543.44444,26757130.67,7269.444444,3074838.778,3069.555556,2275740.556,12404.88889,1631040.889,9943.666667,3739229.667,2961.666667,5472500.222,11461.33333,2744333.778,1291,639538.3333,358,662886,121.4444444,691607.5556,137.4444444,813813,148.4444444,683456.3333,71.11111111,352724.2222,24.88888889,84077.44444,"B","C","C"
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.32580853,74.428935,68.92682736,77.02419288,0,0,0,0,0,0,0,19767.98403,13.36709257,18.66490147,8.751071994,34.67449496,-10.33156566,1394.182254,2167.689691,71.24502377,0,23,2501169.778,62.08555556,389424056.9,2.777777778,1.888888889,1454607.444,138276.6667,0.06913913,36275.37542,1.888888889,34.55555556,10.55555556,51.7,55.54444444,91.86555556,5988634.778,5965443.889,0,13602.88889,9588,0,0,0.214396475,52.77777778,10.66666667,12,26.33333333,19,0,0.333333333,1.878888889,35.11111111,7.666666667,0.555555556,0.111111111,4.222222222,3.444444444,0.888888889,1,0.444444444,2.333333333,3.666666667,2,1.666666667,1.555555556,0.222222222,0.888888889,1.555555556,0,0,0,0,0.333333333,0,1.888888889,0.666666667,0,0,70.11111111,0,0,2.555555556,0.111111111,18,0,5,0,0,1,10,7,0,6.333333333,20.11111111,18,2.444444444,0,0,0,1,0,0,0,0.333333333,0,0,1,0.444444444,0,0,0,0,0,0,0,0,0,5.888888889,6.888888889,1.7513,57648.88889,35735370.11,5762.333333,7773729.111,57123.33333,25466628.22,7129.444444,3297917.444,3133.111111,2029255.444,11517.33333,1622373.222,10132.44444,3138320.444,2851.333333,5084473.889,10718.77778,2299069.889,1187.333333,515451.8889,345.4444444,591912.4444,90,544541.4444,114.7777778,694237.4444,128.8888889,566175.8889,67.11111111,283834.8889,29.66666667,80322.66667,"B","B","C"
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.96550508,61.49062,71.89305497,69.10502981,0,0,0,0,0,0,0,19767.98403,13.62222222,19.01111111,8.666666667,34.74444444,-11.11111111,1314.933333,2004.733333,74.33333333,0,28.88888889,660729,8.428888889,783463969.9,4.807424073,2.90240639,2055778.582,198505.9088,1.761095212,19291.73742,4.111111111,62.33333333,21.66666667,54.92222222,44.88888889,75.18888889,3505888.667,3484605.556,5516.666667,11349.77778,4416.666667,0,0,0.305624158,109.1111111,21.66666667,15.88888889,46.33333333,70.88888889,4.444444444,6.333333333,1.875555556,87.88888889,14.55555556,2.333333333,8.444444444,9,5.444444444,1.888888889,2,0.888888889,5,4.111111111,4.111111111,2.666666667,2.333333333,1.888888889,4.111111111,3.888888889,0,0.111111111,1,0,3.777777778,0,9.666666667,0.666666667,0,0,134.4444444,0,1.111111111,3.888888889,1,36.55555556,0,16.33333333,0,0,1,13,18,0,10.22222222,33.33333333,36.55555556,5.222222222,0,0,1,0.666666667,0,0,0,1,2,0,1,1.111111111,1.666666667,1,0,0,0,0,1,0,1,13.88888889,6,1.713288889,119896.4444,94175137.89,15487.22222,34121141.89,118791,53907899.78,12632.88889,5483341.778,5532.333333,3810850.556,22355.88889,2989939.111,17893.55556,6701560.667,5194,9982003.889,19595.22222,5237507.111,2182.333333,1083631.111,574.6666667,1085550.667,183.1111111,1180912.444,216.1111111,1416203.556,230.4444444,1211084.222,127.8888889,620404.6667,61.44444444,136219.8889,"B","C","C"
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.73728588,77.91808111,60.96348756,69.72021687,0,0,0,0,0,0,0,10.66666667,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,51,2588547.778,43.67555556,467892133,3.333333333,2.333333333,1969680.667,1721076.667,0.056443882,33223.9481,2.555555556,34.88888889,18.11111111,76.81111111,64.46666667,84.69777778,9047401.111,8570805.444,370952,105643.6667,0,0,0,1.212220708,54.77777778,15,19.55555556,26.11111111,43.11111111,0.111111111,5.111111111,1.508888889,36.77777778,4.888888889,0.111111111,4.222222222,7.444444444,3.222222222,0.444444444,2,0.333333333,4.333333333,2,0.444444444,1.222222222,0,0,0,1.333333333,0,0.666666667,0,0,0.555555556,0,3,0.555555556,0,0,96,0,0,2.444444444,1.444444444,22.88888889,0,11.66666667,0,0,1,10,13,0,10.88888889,22.66666667,22.88888889,1.333333333,0,0,0,1.222222222,0,0,0,1,0,0,0.888888889,0,0,0,0,0,0,0,0,0,1,11.22222222,6.222222222,1.423,77236.22222,41930337,4557.777778,12965557,76231.66667,25956053.89,8357.444444,4052548.444,3921.111111,2602589.667,18837.66667,2447968.556,12537.88889,4565235.667,3572.111111,6918597.222,14824.88889,2953387.222,1778.666667,777674.7778,397,752845.3333,132.7777778,846292.1111,160,975111.7778,188.5555556,801406.5556,83.55555556,385704.5556,30.88888889,114915.7778,"B","C","C"
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.3132664,72.54594844,72.65373036,75.21707111,0,0,0,0,0,0,0,19767.98403,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,46.44444444,1238494.333,16.41777778,349200195.6,5.111111111,3.111111111,1620737.111,69174.11111,0.066455386,21198.74349,2,29.88888889,24.88888889,71.08888889,51.75555556,73.13333333,6402561,6210774.444,0,90248.88889,101254.6667,0,0,1.315047322,73.55555556,23.22222222,22.22222222,38.22222222,67.22222222,0.111111111,3.555555556,1.54,55.66666667,13.44444444,1.333333333,3.111111111,4.222222222,4.333333333,1.111111111,1,1.666666667,4.888888889,1.555555556,2,0.777777778,0.555555556,1.111111111,1.555555556,1.777777778,0.555555556,0,1.111111111,0,0.777777778,0,7,1.777777778,0,0,120.6666667,0,1,1.444444444,1.111111111,37.22222222,0.444444444,13.44444444,1,0,1,8.777777778,11,0.111111111,13.77777778,30.33333333,37.22222222,6,0,0.333333333,0.666666667,1.444444444,0,0,0.222222222,1.333333333,0,0.444444444,0.666666667,0.333333333,0.333333333,0,0,0,0,0,0,0,1,12,12.44444444,1.369288889,108002.4444,59285601.11,6764.444444,16464647.67,107144.8889,39302206.89,10333,5664368.667,4930.555556,3846524.444,25165.77778,3144540.333,15749.11111,5800970.222,5573.444444,10735572.22,19412.33333,4076689.111,2667.444444,1116873.889,539.5555556,828818.4444,184.5555556,1097827.444,176.5555556,1111744.333,205.7777778,889172.5556,138.4444444,596000.1111,45.88888889,133393.6667,"C","C","C"
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.095948,70.78741267,74.62724464,80.37459956,0,0,0,0,0,0,0,19767.98403,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,34.66666667,851289.6667,23.61,305116740.2,3.777777778,0.777777778,3289883.556,45733.33333,0.105614222,91718.17947,1.555555556,12.55555556,6.777777778,55.33333333,49.55555556,81.33444444,6445608.556,6426809.889,0,6126.666667,12672,0,0,0.087376062,60.44444444,13.77777778,16,22.88888889,33.88888889,0,0.555555556,2.517777778,44.77777778,8.222222222,1.222222222,1.222222222,3.444444444,5.666666667,2.777777778,2,1.222222222,2,1.444444444,0.444444444,3,1,1.222222222,1.555555556,2.222222222,0,0,1.222222222,0.222222222,0.666666667,0.111111111,2.666666667,1.222222222,0,0,78.44444444,0,0,2,0.444444444,17.55555556,1,5.777777778,0,0,1,8,16,0,7.111111111,19.55555556,17.55555556,2,0,0,0,0,0,0,0,0,0,0,0.888888889,0,0,0,0,0,0,0,0,0,0.777777778,4.333333333,9.555555556,1.895333333,45683.33333,22362332.89,1487.111111,3064670.222,45532.66667,17309246.33,7037.777778,3843957.778,3234.333333,2416407.667,11532.22222,1639520.333,10853.44444,3856342,2731.777778,5602202.667,8295.888889,1785090.778,1313.222222,545235,290.6666667,505436,89.77777778,555602.6667,119.1111111,791198.8889,136.4444444,633746,67.55555556,309945.2222,17.88888889,49039.22222,"A","C","B"
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.81184463,71.25743589,79.60904253,75.00837596,0,0,0,0,0,0,0,19767.98403,13.07777778,18.25555556,8.5,35.28888889,-12.75555556,1266.433333,2175.877778,73.88888889,0,24.33333333,1058975,18.60777778,369123847.8,2.444444444,0.555555556,1339964.667,12042.22222,0.042896441,23532.94312,2.222222222,34.55555556,15.66666667,87.11111111,51.6,86.85444444,5450453.667,4840262.556,608880,1000,0,0,311.1111111,0.015342856,89.11111111,17.66666667,21.22222222,36.77777778,37.44444444,0,7.777777778,2.247777778,76.88888889,15.88888889,2.666666667,8.888888889,6.777777778,4.555555556,3.111111111,2,0.111111111,5,5.222222222,3.222222222,3.111111111,2.444444444,0.444444444,1.333333333,2.777777778,0.333333333,0,1.333333333,0,0.444444444,0.555555556,4.888888889,1.777777778,0,0,110.8888889,0,1.333333333,1.666666667,1,32.33333333,0,13.55555556,0,0,1,7,13,0,12.33333333,27.66666667,32.33333333,5.777777778,0,0,2,1.222222222,0.555555556,0,0,2,1.444444444,1,0.888888889,2,0.111111111,1.333333333,0,0,0,0,0,0,1,8.333333333,4.666666667,1.389944444,81555.44444,77479706.56,10121.33333,20728537.44,81105.55556,51022324.67,9066.444444,4749943,4562.888889,3701603.444,17840.55556,2378998.778,12890.44444,5323004.778,4517.222222,7098482.556,15192.88889,3387383,2442.888889,997980,625.4444444,780559.8889,147.5555556,905211.7778,172.8888889,1150630.889,195.4444444,811781.2222,91.55555556,359254.3333,38.44444444,104864.7778,"A","C","B"
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.25423123,62.78515111,78.42132207,76.60662871,0,0,0,0,0,0,0,19767.98403,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,93.77777778,589754.7778,12.72555556,403225848.9,2.333333333,0.555555556,1553593.556,8650.555556,0.050389557,33542.60839,1.888888889,11.88888889,10.11111111,61.22222222,55,85.57555556,7491754.444,5257877.889,2179141.222,50796.66667,0,0,3938.666667,0.971826854,51.33333333,10.44444444,16.11111111,24.22222222,35.22222222,3.111111111,4.888888889,1.681111111,39.66666667,8,1.222222222,2.222222222,3.444444444,2.777777778,1,1.111111111,0.111111111,3.555555556,2.333333333,1.333333333,1.444444444,0.888888889,0.333333333,0,0.888888889,0.222222222,0,0,0,1.777777778,0.444444444,6.111111111,0.111111111,0,0.333333333,80.77777778,0,0,2.666666667,2.666666667,18.88888889,0,7.888888889,0,0.444444444,0.555555556,8,11,0,8.333333333,20.33333333,18.88888889,2.555555556,0,0,0,1,0,0,0,0.222222222,0,0,1,0.222222222,0,0,0,0,0,0,0,0,0.111111111,11.11111111,2.666666667,2.071688889,52041.22222,41481959.78,4315.222222,17852143.33,51185.22222,21221047.33,8116.666667,4822747.222,3313.777778,2556460.667,14446.33333,1957382,9298.222222,3852359.667,3614.666667,7576706.222,11049.77778,2218586,1496.444444,660242.2222,382.2222222,686517.5556,110.5555556,693070,137.2222222,874179.8889,167,808747.8889,101.3333333,489459.7778,37.11111111,78435.66667,"C","B","B"
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.10951457,69.24698444,81.06117282,78.05848424,0,0,0,0,0,0,0,19767.98403,14.32222222,18.87777778,10.55555556,34.42222222,-7.3,1566.688889,2144.7,71.22222222,0,16.66666667,1355977.889,25.21333333,308084998.9,3,3,188835,188835,0.055905591,3521.11277,2.111111111,55.55555556,15.22222222,85.14444444,52.06666667,73.12333333,3067371.222,3028629.222,32666.66667,6075.333333,0,0,0,0.1717886,54.33333333,19.33333333,17.77777778,27.22222222,27.55555556,0,0.222222222,1.701111111,34.66666667,5.555555556,1.111111111,0,6.555555556,1.111111111,0.555555556,0.222222222,2.444444444,4.222222222,3.222222222,2.333333333,1.666666667,1.111111111,0.777777778,0.111111111,0.333333333,0,0,0,0,0.888888889,0,1.777777778,0.666666667,0,0,95,0,0,1,0,22.77777778,0,9.666666667,0,1,0,11,18,0,7.333333333,24.22222222,22.77777778,2.333333333,0,0,1,0,0,0,0,2,0,0,1,0.888888889,0,0,0,0,0,0,0,0,0,7,8.555555556,2.290888889,62614.11111,29157556.33,2066.555556,2233125.111,62528.22222,24283681,10741.44444,4506133.222,4030.111111,2362662.111,17160.88889,2352614.222,14515.55556,4921445.222,3662.222222,5529316.222,12129.55556,2656605.333,1559.222222,793750.2222,373.6666667,622004.2222,158.2222222,973461.7778,148.7777778,936747.8889,167.7777778,741973.6667,95.55555556,410609.8889,33.66666667,105217.5556,"B","B","C"
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.87548199,72.53843889,74.64562848,68.98553962,0,0,0,0,0,0,0,19767.98403,11.9,16.55555556,8.733333333,32.41111111,-9.788888889,1505.766667,1992.522222,77.88888889,0,9.666666667,784073.1111,23.56333333,342182779.1,3.044842412,2.649421408,455968.201,68708.67658,0.075440319,4917.14468,2,38.44444444,9.222222222,90.02222222,58.66666667,78.8,2712798.222,2712271.556,0,526.6666667,0,0,0,0.05,32.22222222,10.33333333,14.22222222,14,22.44444444,0,1.555555556,1.711111111,15.88888889,3.666666667,0.444444444,0,2.666666667,0.777777778,0.333333333,1.222222222,0.111111111,0.555555556,0.777777778,0.555555556,0.888888889,0.222222222,0,0.333333333,0.111111111,0,0,0,0,0.111111111,0,3,0.111111111,0,0,63.44444444,0,0,2,1,15.44444444,0,5.111111111,0,0,1,6,15,0,5.888888889,12,15.44444444,1,0,0,0,0,0,1,0,0,0,0,0.777777778,0,0,0,0,0,0,0,0,0,0,4,8.666666667,1.470188889,38362,20617682.11,2586.888889,3003947.444,38202.22222,15919818.33,7174.222222,3418540.889,2406.666667,1656980.778,10321.33333,1442527.556,9181.333333,3299004.222,2566.333333,4740153.667,7821.222222,1926922.444,1271,554013.6667,247.5555556,380786.8889,134.2222222,808355.3333,97.44444444,637032.7778,116.3333333,503639.8889,43.11111111,184993.2222,13.55555556,23167.77778,"B","B","C"
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.80837641,71.11755224,82.81837929,61.9689931,0,0,0,0,0,0,0,19767.98403,13.51111111,16.48888889,11.24444444,31.88888889,-5.066666667,1159.3,1960.522222,78.33333333,0,24.44444444,3181134.111,72.14111111,509778532.2,3.333333333,3.333333333,873066.4444,873066.4444,0.075730623,19784.81492,0.888888889,18.11111111,4.222222222,81.58888889,29.18888889,71.67333333,5280414.889,5270870,0,9544.888889,0,0,0,0.150888889,42.22222222,15.22222222,20.11111111,11.66666667,26.44444444,0.111111111,1.444444444,1.755555556,23.77777778,1.555555556,1.111111111,0,2.666666667,0,1,1.111111111,2,2.222222222,1.888888889,0.777777778,0.111111111,0.222222222,0.333333333,3,0.111111111,0,0.222222222,0,0,0.666666667,0,2.222222222,2.555555556,0,0,73.33333333,0,0,2.222222222,0.777777778,10.88888889,0,3.888888889,0,0,0.555555556,15,24,0,4.666666667,11.33333333,10.88888889,0.222222222,0,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.888888889,4.333333333,2.005755556,44902.77778,15510056.44,1755.666667,2014104.333,44750.66667,12161665.22,8936,3921056.778,3322.555556,2243558.778,14237.66667,1953771.444,12614.77778,5213889.889,3572,6208002.333,9765.555556,2605505.667,1647.222222,807338.5556,378.3333333,622960.4444,189.8888889,1110586.889,158.3333333,952089.6667,136.4444444,619247.6667,66.88888889,265445.4444,31.44444444,72220.11111,"C","C","C"
911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.34884797,69.75379611,89.64683453,77.30892889,0,0,0,0,0,0,0,58073.44444,14.6,18.8,10.97777778,36.54444444,-10.24444444,1088.911111,2304.522222,63.88888889,0,260.8888889,13166108.44,25.51,878453810,8.888888889,4.888888889,3399777.556,301537.1111,0.017047272,6589.527224,41.44444444,707.6666667,215.8888889,93.87777778,79.77777778,79.54,20882602.44,16799169.11,4040253.556,43179.77778,0,0,0,0.217232423,712.7777778,176.3333333,172.8888889,290.2222222,264.5555556,31.55555556,30.22222222,2.057777778,639.3333333,105.7777778,12.77777778,17.55555556,67.88888889,48.44444444,30.55555556,10.33333333,8.888888889,38.55555556,55.77777778,46.22222222,23.77777778,25.66666667,10.33333333,26,23.77777778,0.888888889,3.444444444,5.555555556,0.666666667,12.11111111,0.777777778,40.88888889,14.11111111,7.333333333,1.222222222,716.7483267,0.019187863,4.021865239,12.23070058,17.63409192,228.9098617,1.210620259,115.3471664,0.012494422,0.00669344,1.884872824,13.02677377,21.29138778,2.014725569,107.497992,191.6398929,112.8720792,16.15636066,0.658213011,3.155129538,4.098188783,7.301298129,1.526923979,0.202211869,3.225918881,3.12661542,5.909726614,8.710831922,5.637672442,8.38582993,4.273934432,3.888756992,0.725807981,0.082846101,0.049012534,0.023177353,1.178509933,0.004008967,3.031520268,20.55512612,11.16855272,1.3896,368927.1877,218482488.2,30022.69136,76822682.53,365804.5551,128720016.9,22730.00762,10769936.61,9615.587539,6550604.397,62863.16123,7322320.929,23729.11388,7822819.703,10297.68643,12993438.24,43028.91464,6950835.473,5085.471887,1679243.389,4586.607768,1668714.358,255.9788574,1835685.803,268.2015703,2020975.487,499.345291,2238156.547,484.6249687,1981547.71,117.1697144,325853.62,"C","C","C"
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.80837641,71.11755224,82.81837929,73.98851206,0,0,0,0,0,0,0,19767.98403,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,85.10632294,3744462.824,23.06891917,306262666.7,4.807424073,2.90240639,2055778.582,198505.9088,1.761095212,19291.73742,20.22222222,353.6666667,106.8888889,86.02845816,79.06340314,78.72224682,5984610.906,5498851.182,441280.3721,39749.27772,6192.077659,1119.743266,2412.202276,0.52966965,295.1111111,66.55555556,78.66666667,124,86.22222222,7.111111111,7.222222222,2.614736541,264.1111111,48.77777778,5.777777778,5.222222222,31.11111111,27.33333333,9,4.555555556,3.333333333,15.88888889,13.22222222,18.88888889,8.777777778,10,2.444444444,7.777777778,14.33333333,0,2.666666667,2.222222222,0,3.555555556,0,11.55555556,12.22222222,5.222222222,0.222222222,312.7777778,0,2,2.555555556,2.444444444,93.66666667,0,51.11111111,0,0,1,7,10.88888889,1,52.44444444,88.66666667,93.66666667,13.55555556,0,0,7.111111111,6.111111111,1,0,0,1.444444444,3.222222222,9.111111111,4.333333333,4,0,3,0.666666667,0,0,0,0,0,2.777777778,26.77777778,10.55555556,2.07733756,392994.2222,225096956.9,32804.88889,75886188.11,390203.5556,135283406.1,28389.88889,14334174.56,11145.88889,7730336.556,72117.77778,7882646.667,30412.33333,10581821.33,11747.55556,18830208.11,49809.22222,8134947.778,7896,2168883.889,7896,2168883.889,374.8888889,2705177.556,311.3333333,2290414.556,576.5555556,2618731.667,548.4444444,2011231.444,128.6666667,380230,"B","B","B"
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.80837641,71.11755224,82.81837929,73.98851206,0,0,0,0,0,0,0,19767.98403,12.65733143,18.17224153,7.896925497,34.99364863,-13.8015092,1296.296632,2139.966924,68.3350823,0,85.10632294,3744462.824,23.06891917,572191132.2,4.807424073,2.90240639,2055778.582,198505.9088,1.761095212,19291.73742,21.22222222,354,109,86.02845816,79.06340314,78.72224682,5984610.906,5498851.182,441280.3721,39749.27772,6192.077659,1119.743266,2412.202276,0.52966965,417.6666667,109.7777778,94.22222222,166.2222222,178.3333333,24.44444444,23,2.614736541,375.2222222,57,7,12.33333333,36.77777778,21.11111111,21.55555556,5.777777778,5.555555556,22.66666667,42.55555556,27.33333333,15,15.66666667,7.888888889,18.22222222,9.444444444,0.888888889,0.777777778,3.333333333,0.666666667,8.555555556,0.777777778,29.33333333,1.888888889,2.111111111,1,457.1111111,0,2.333333333,10.55555556,17.44444444,151,1.222222222,73.11111111,0,0,1,7,12,1,62.88888889,117.5555556,151,24,2.222222222,3.222222222,7.777777778,9.222222222,2.777777778,1,4.555555556,6.777777778,3.111111111,8.444444444,7.777777778,11.77777778,5.555555556,9.222222222,0.333333333,0,0,0,1.222222222,0,2.444444444,30.11111111,9.444444444,2.07733756,467128.8889,310671956.2,44148.55556,122618393.7,462455.5556,169492197.1,30236.22222,14887634.22,12643.66667,8360730.889,80376.33333,8925986.889,32667.88889,11678017.78,13438.66667,22271117,54155.66667,9061300.889,8312.222222,2243979,8312.222222,2243979,372.3333333,2596556.556,333.6666667,2530413.333,649.8888889,2987643.667,678.2222222,2641401.667,145.3333333,391590.5556,"C","C","C"
